loan_id,month_end_date,dpd,overdue_amount,emi_due,bounce_flag,asset_class,mob,load_date
1000389,2022-09-13,59,1758673.26,879336.63,True,SMA-1,9,2024-12-31
1000389,2022-10-13,29,879336.63,879336.63,True,SMA-0,10,2024-12-31
1000389,2022-11-12,29,879336.63,879336.63,False,SMA-0,11,2024-12-31
1000389,2022-12-12,29,879336.63,879336.63,True,SMA-0,12,2024-12-31
1000389,2023-01-11,28,879336.63,879336.63,True,SMA-0,13,2024-12-31
1000389,2023-02-10,0,0.0,879336.63,False,STD,14,2024-12-31
1000389,2023-03-12,0,0.0,879336.63,False,STD,15,2024-12-31
1000389,2023-04-11,1,879336.63,879336.63,True,SMA-0,16,2024-12-31
1000389,2023-05-11,0,0.0,879336.63,False,STD,17,2024-12-31
1000389,2023-06-10,0,0.0,879336.63,False,STD,18,2024-12-31
1000389,2023-07-10,0,0.0,879336.63,False,STD,19,2024-12-31
1000389,2023-08-09,0,0.0,879336.63,False,STD,20,2024-12-31
1000389,2023-09-08,0,0.0,879336.63,False,STD,21,2024-12-31
1000389,2023-10-08,1,879336.63,879336.63,False,SMA-0,22,2024-12-31
1000389,2023-11-07,1,879336.63,879336.63,True,SMA-0,23,2024-12-31
1000389,2023-12-07,2,879336.63,879336.63,True,SMA-0,24,2024-12-31
1000389,2024-01-06,2,879336.63,879336.63,False,SMA-0,25,2024-12-31
1000389,2024-02-05,2,879336.63,879336.63,False,SMA-0,26,2024-12-31
1000389,2024-03-06,2,879336.63,879336.63,False,SMA-0,27,2024-12-31
1000389,2024-04-05,2,879336.63,879336.63,False,SMA-0,28,2024-12-31
1000389,2024-05-05,0,0.0,879336.63,False,STD,29,2024-12-31
1000389,2024-06-04,0,0.0,879336.63,False,STD,30,2024-12-31
1000389,2024-07-04,90,3517346.52,879336.63,False,SMA-2,31,2024-12-31
1000389,2024-08-03,89,2638009.89,879336.63,True,SMA-2,32,2024-12-31
1000389,2024-09-02,119,3517346.52,879336.63,False,NPA - Sub-Standard,33,2024-12-31
1000389,2024-10-02,118,3517346.52,879336.63,True,NPA - Sub-Standard,34,2024-12-31
1000389,2024-11-01,118,3517346.52,879336.63,False,NPA - Sub-Standard,35,2024-12-31
1000389,2024-12-01,148,4396683.15,879336.63,True,NPA - Sub-Standard,36,2024-12-31
1000232,2022-01-16,0,0.0,246107.56,False,STD,1,2024-12-31
1000232,2022-02-15,0,0.0,246107.56,False,STD,2,2024-12-31
1000232,2022-03-17,0,0.0,246107.56,False,STD,3,2024-12-31
1000232,2022-04-16,0,0.0,246107.56,False,STD,4,2024-12-31
1000232,2022-05-16,1,246107.56,246107.56,True,SMA-0,5,2024-12-31
1000232,2022-06-15,1,246107.56,246107.56,True,SMA-0,6,2024-12-31
1000232,2022-07-15,31,492215.12,246107.56,True,SMA-1,7,2024-12-31
1000232,2022-08-14,32,492215.12,246107.56,True,SMA-1,8,2024-12-31
1000232,2022-09-13,62,738322.68,246107.56,False,SMA-2,9,2024-12-31
1000232,2022-10-13,61,738322.68,246107.56,False,SMA-2,10,2024-12-31
1000232,2022-11-12,31,492215.12,246107.56,False,SMA-1,11,2024-12-31
1000232,2022-12-12,31,492215.12,246107.56,False,SMA-1,12,2024-12-31
1000232,2023-01-11,31,492215.12,246107.56,True,SMA-1,13,2024-12-31
1000232,2023-02-10,1,246107.56,246107.56,False,SMA-0,14,2024-12-31
1000232,2023-03-12,1,246107.56,246107.56,False,SMA-0,15,2024-12-31
1000232,2023-04-11,31,492215.12,246107.56,True,SMA-1,16,2024-12-31
1000232,2023-05-11,31,492215.12,246107.56,False,SMA-1,17,2024-12-31
1000232,2023-06-10,31,492215.12,246107.56,True,SMA-1,18,2024-12-31
1000232,2023-07-10,32,492215.12,246107.56,False,SMA-1,19,2024-12-31
1000232,2023-08-09,33,492215.12,246107.56,True,SMA-1,20,2024-12-31
1000232,2023-09-08,3,246107.56,246107.56,True,SMA-0,21,2024-12-31
1000232,2023-10-08,3,246107.56,246107.56,True,SMA-0,22,2024-12-31
1000232,2023-11-07,3,246107.56,246107.56,True,SMA-0,23,2024-12-31
1000232,2023-12-07,3,246107.56,246107.56,False,SMA-0,24,2024-12-31
1000232,2024-01-06,0,0.0,246107.56,False,STD,25,2024-12-31
1000232,2024-02-05,0,0.0,246107.56,False,STD,26,2024-12-31
1000232,2024-03-06,0,0.0,246107.56,False,STD,27,2024-12-31
1000232,2024-04-05,0,0.0,246107.56,False,STD,28,2024-12-31
1000232,2024-05-05,0,0.0,246107.56,False,STD,29,2024-12-31
1000232,2024-06-04,0,0.0,246107.56,False,STD,30,2024-12-31
1000232,2024-07-04,0,0.0,246107.56,False,STD,31,2024-12-31
1000232,2024-08-03,0,0.0,246107.56,False,STD,32,2024-12-31
1000232,2024-09-02,30,492215.12,246107.56,True,SMA-0,33,2024-12-31
1000232,2024-10-02,30,492215.12,246107.56,False,SMA-0,34,2024-12-31
1000232,2024-11-01,30,492215.12,246107.56,True,SMA-0,35,2024-12-31
1000232,2024-12-01,29,246107.56,246107.56,True,SMA-0,36,2024-12-31
1000429,2022-01-16,1,232948.22,232948.22,True,SMA-0,1,2024-12-31
1000429,2022-02-15,1,232948.22,232948.22,True,SMA-0,2,2024-12-31
1000429,2022-03-17,1,232948.22,232948.22,False,SMA-0,3,2024-12-31
1000429,2022-04-16,2,232948.22,232948.22,False,SMA-0,4,2024-12-31
1000429,2022-05-16,1,232948.22,232948.22,True,SMA-0,5,2024-12-31
1000429,2022-06-15,31,465896.44,232948.22,False,SMA-1,6,2024-12-31
1000429,2022-07-15,1,232948.22,232948.22,False,SMA-0,7,2024-12-31
1000429,2022-08-14,31,465896.44,232948.22,False,SMA-1,8,2024-12-31
1000429,2022-09-13,1,232948.22,232948.22,False,SMA-0,9,2024-12-31
1000429,2022-10-13,1,232948.22,232948.22,False,SMA-0,10,2024-12-31
1000429,2022-11-12,0,0.0,232948.22,False,STD,11,2024-12-31
1000429,2022-12-12,60,698844.66,232948.22,True,SMA-1,12,2024-12-31
1000429,2023-01-11,60,698844.66,232948.22,False,SMA-1,13,2024-12-31
1000429,2023-02-10,60,698844.66,232948.22,True,SMA-1,14,2024-12-31
1000429,2023-03-12,90,931792.88,232948.22,True,SMA-2,15,2024-12-31
1000429,2023-04-11,90,931792.88,232948.22,True,SMA-2,16,2024-12-31
1000429,2023-05-11,60,698844.66,232948.22,True,SMA-1,17,2024-12-31
1000429,2023-06-10,90,931792.88,232948.22,True,SMA-2,18,2024-12-31
1000429,2023-07-10,89,698844.66,232948.22,False,SMA-2,19,2024-12-31
1000429,2023-08-09,119,931792.88,232948.22,False,NPA - Sub-Standard,20,2024-12-31
1000429,2023-09-08,118,931792.88,232948.22,True,NPA - Sub-Standard,21,2024-12-31
1000429,2023-10-08,118,931792.88,232948.22,False,NPA - Sub-Standard,22,2024-12-31
1000429,2023-11-07,88,698844.66,232948.22,False,SMA-2,23,2024-12-31
1000429,2023-12-07,89,698844.66,232948.22,True,SMA-2,24,2024-12-31
1000429,2024-01-06,90,931792.88,232948.22,True,SMA-2,25,2024-12-31
1000429,2024-02-05,90,931792.88,232948.22,False,SMA-2,26,2024-12-31
1000429,2024-03-06,89,698844.66,232948.22,False,SMA-2,27,2024-12-31
1000429,2024-04-05,59,465896.44,232948.22,True,SMA-1,28,2024-12-31
1000429,2024-05-05,29,232948.22,232948.22,True,SMA-0,29,2024-12-31
1000429,2024-06-04,29,232948.22,232948.22,False,SMA-0,30,2024-12-31
1000429,2024-07-04,0,0.0,232948.22,False,STD,31,2024-12-31
1000429,2024-08-03,0,0.0,232948.22,False,STD,32,2024-12-31
1000429,2024-09-02,0,0.0,232948.22,False,STD,33,2024-12-31
1000429,2024-10-02,90,931792.88,232948.22,True,SMA-2,34,2024-12-31
1000429,2024-11-01,91,931792.88,232948.22,True,NPA - Sub-Standard,35,2024-12-31
1000429,2024-12-01,121,1164741.1,232948.22,True,NPA - Sub-Standard,36,2024-12-31
1000027,2022-01-16,0,0.0,867496.48,False,STD,1,2024-12-31
1000027,2022-02-15,0,0.0,867496.48,False,STD,2,2024-12-31
1000027,2022-03-17,0,0.0,867496.48,False,STD,3,2024-12-31
1000027,2022-04-16,0,0.0,867496.48,False,STD,4,2024-12-31
1000027,2022-05-16,0,0.0,867496.48,False,STD,5,2024-12-31
1000027,2022-06-15,0,0.0,867496.48,False,STD,6,2024-12-31
1000027,2022-07-15,0,0.0,867496.48,False,STD,7,2024-12-31
1000027,2022-08-14,0,0.0,867496.48,False,STD,8,2024-12-31
1000027,2022-09-13,30,1734992.96,867496.48,True,SMA-0,9,2024-12-31
1000027,2022-10-13,31,1734992.96,867496.48,True,SMA-1,10,2024-12-31
1000027,2022-11-12,1,867496.48,867496.48,False,SMA-0,11,2024-12-31
1000027,2022-12-12,1,867496.48,867496.48,False,SMA-0,12,2024-12-31
1000027,2023-01-11,31,1734992.96,867496.48,False,SMA-1,13,2024-12-31
1000027,2023-02-10,31,1734992.96,867496.48,True,SMA-1,14,2024-12-31
1000027,2023-03-12,32,1734992.96,867496.48,True,SMA-1,15,2024-12-31
1000027,2023-04-11,31,1734992.96,867496.48,True,SMA-1,16,2024-12-31
1000027,2023-05-11,32,1734992.96,867496.48,False,SMA-1,17,2024-12-31
1000027,2023-06-10,32,1734992.96,867496.48,True,SMA-1,18,2024-12-31
1000027,2023-07-10,32,1734992.96,867496.48,False,SMA-1,19,2024-12-31
1000027,2023-08-09,32,1734992.96,867496.48,True,SMA-1,20,2024-12-31
1000027,2023-09-08,32,1734992.96,867496.48,True,SMA-1,21,2024-12-31
1000027,2023-10-08,2,867496.48,867496.48,True,SMA-0,22,2024-12-31
1000027,2023-11-07,0,0.0,867496.48,False,STD,23,2024-12-31
1000027,2023-12-07,0,0.0,867496.48,False,STD,24,2024-12-31
1000027,2024-01-06,0,0.0,867496.48,False,STD,25,2024-12-31
1000027,2024-02-05,0,0.0,867496.48,False,STD,26,2024-12-31
1000027,2024-03-06,1,867496.48,867496.48,True,SMA-0,27,2024-12-31
1000027,2024-04-05,31,1734992.96,867496.48,True,SMA-1,28,2024-12-31
1000027,2024-05-05,30,1734992.96,867496.48,True,SMA-0,29,2024-12-31
1000027,2024-06-04,0,0.0,867496.48,False,STD,30,2024-12-31
1000027,2024-07-04,0,0.0,867496.48,False,STD,31,2024-12-31
1000027,2024-08-03,0,0.0,867496.48,False,STD,32,2024-12-31
1000027,2024-09-02,0,0.0,867496.48,False,STD,33,2024-12-31
1000027,2024-10-02,0,0.0,867496.48,False,STD,34,2024-12-31
1000027,2024-11-01,0,0.0,867496.48,False,STD,35,2024-12-31
1000027,2024-12-01,0,0.0,867496.48,False,STD,36,2024-12-31
1000208,2022-01-16,0,0.0,949562.2,False,STD,1,2024-12-31
1000208,2022-02-15,0,0.0,949562.2,False,STD,2,2024-12-31
1000208,2022-03-17,0,0.0,949562.2,False,STD,3,2024-12-31
1000208,2022-04-16,0,0.0,949562.2,False,STD,4,2024-12-31
1000208,2022-05-16,0,0.0,949562.2,False,STD,5,2024-12-31
1000208,2022-06-15,0,0.0,949562.2,False,STD,6,2024-12-31
1000208,2022-07-15,0,0.0,949562.2,False,STD,7,2024-12-31
1000208,2022-08-14,1,949562.2,949562.2,True,SMA-0,8,2024-12-31
1000208,2022-09-13,0,0.0,949562.2,False,STD,9,2024-12-31
1000208,2022-10-13,1,949562.2,949562.2,True,SMA-0,10,2024-12-31
1000208,2022-11-12,31,1899124.4,949562.2,True,SMA-1,11,2024-12-31
1000208,2022-12-12,61,2848686.6,949562.2,True,SMA-2,12,2024-12-31
1000208,2023-01-11,60,2848686.6,949562.2,True,SMA-1,13,2024-12-31
1000208,2023-02-10,61,2848686.6,949562.2,False,SMA-2,14,2024-12-31
1000208,2023-03-12,31,1899124.4,949562.2,True,SMA-1,15,2024-12-31
1000208,2023-04-11,1,949562.2,949562.2,True,SMA-0,16,2024-12-31
1000208,2023-05-11,0,0.0,949562.2,False,STD,17,2024-12-31
1000208,2023-06-10,0,0.0,949562.2,False,STD,18,2024-12-31
1000208,2023-07-10,0,0.0,949562.2,False,STD,19,2024-12-31
1000208,2023-08-09,0,0.0,949562.2,False,STD,20,2024-12-31
1000208,2023-09-08,0,0.0,949562.2,False,STD,21,2024-12-31
1000208,2023-10-08,60,2848686.6,949562.2,True,SMA-1,22,2024-12-31
1000208,2023-11-07,30,1899124.4,949562.2,True,SMA-0,23,2024-12-31
1000208,2023-12-07,29,949562.2,949562.2,True,SMA-0,24,2024-12-31
1000208,2024-01-06,59,1899124.4,949562.2,False,SMA-1,25,2024-12-31
1000208,2024-02-05,59,1899124.4,949562.2,False,SMA-1,26,2024-12-31
1000208,2024-03-06,59,1899124.4,949562.2,True,SMA-1,27,2024-12-31
1000208,2024-04-05,29,949562.2,949562.2,True,SMA-0,28,2024-12-31
1000208,2024-05-05,29,949562.2,949562.2,True,SMA-0,29,2024-12-31
1000208,2024-06-04,30,1899124.4,949562.2,True,SMA-0,30,2024-12-31
1000208,2024-07-04,0,0.0,949562.2,False,STD,31,2024-12-31
1000208,2024-08-03,1,949562.2,949562.2,False,SMA-0,32,2024-12-31
1000208,2024-09-02,0,0.0,949562.2,False,STD,33,2024-12-31
1000208,2024-10-02,0,0.0,949562.2,False,STD,34,2024-12-31
1000208,2024-11-01,0,0.0,949562.2,False,STD,35,2024-12-31
1000208,2024-12-01,0,0.0,949562.2,False,STD,36,2024-12-31
1000328,2022-01-16,0,0.0,859629.36,False,STD,1,2024-12-31
1000328,2022-02-15,60,2578888.08,859629.36,True,SMA-1,2,2024-12-31
1000328,2022-03-17,60,2578888.08,859629.36,True,SMA-1,3,2024-12-31
1000328,2022-04-16,30,1719258.72,859629.36,False,SMA-0,4,2024-12-31
1000328,2022-05-16,30,1719258.72,859629.36,True,SMA-0,5,2024-12-31
1000328,2022-06-15,60,2578888.08,859629.36,False,SMA-1,6,2024-12-31
1000328,2022-07-15,60,2578888.08,859629.36,True,SMA-1,7,2024-12-31
1000328,2022-08-14,30,1719258.72,859629.36,True,SMA-0,8,2024-12-31
1000328,2022-09-13,0,0.0,859629.36,False,STD,9,2024-12-31
1000328,2022-10-13,0,0.0,859629.36,False,STD,10,2024-12-31
1000328,2022-11-12,0,0.0,859629.36,False,STD,11,2024-12-31
1000328,2022-12-12,0,0.0,859629.36,False,STD,12,2024-12-31
1000328,2023-01-11,0,0.0,859629.36,False,STD,13,2024-12-31
1000328,2023-02-10,0,0.0,859629.36,False,STD,14,2024-12-31
1000328,2023-03-12,1,859629.36,859629.36,False,SMA-0,15,2024-12-31
1000328,2023-04-11,1,859629.36,859629.36,True,SMA-0,16,2024-12-31
1000328,2023-05-11,0,0.0,859629.36,False,STD,17,2024-12-31
1000328,2023-06-10,0,0.0,859629.36,False,STD,18,2024-12-31
1000328,2023-07-10,0,0.0,859629.36,False,STD,19,2024-12-31
1000328,2023-08-09,0,0.0,859629.36,False,STD,20,2024-12-31
1000328,2023-09-08,90,3438517.44,859629.36,True,SMA-2,21,2024-12-31
1000328,2023-10-08,89,2578888.08,859629.36,True,SMA-2,22,2024-12-31
1000328,2023-11-07,89,2578888.08,859629.36,True,SMA-2,23,2024-12-31
1000328,2023-12-07,88,2578888.08,859629.36,False,SMA-2,24,2024-12-31
1000328,2024-01-06,88,2578888.08,859629.36,True,SMA-2,25,2024-12-31
1000328,2024-02-05,87,2578888.08,859629.36,False,SMA-2,26,2024-12-31
1000328,2024-03-06,88,2578888.08,859629.36,True,SMA-2,27,2024-12-31
1000328,2024-04-05,58,1719258.72,859629.36,True,SMA-1,28,2024-12-31
1000328,2024-05-05,59,1719258.72,859629.36,True,SMA-1,29,2024-12-31
1000328,2024-06-04,59,1719258.72,859629.36,False,SMA-1,30,2024-12-31
1000328,2024-07-04,58,1719258.72,859629.36,False,SMA-1,31,2024-12-31
1000328,2024-08-03,58,1719258.72,859629.36,True,SMA-1,32,2024-12-31
1000328,2024-09-02,58,1719258.72,859629.36,True,SMA-1,33,2024-12-31
1000328,2024-10-02,58,1719258.72,859629.36,True,SMA-1,34,2024-12-31
1000328,2024-11-01,58,1719258.72,859629.36,True,SMA-1,35,2024-12-31
1000328,2024-12-01,28,859629.36,859629.36,True,SMA-0,36,2024-12-31
1000280,2022-01-16,1,1188033.53,1188033.53,True,SMA-0,1,2024-12-31
1000280,2022-02-15,2,1188033.53,1188033.53,True,SMA-0,2,2024-12-31
1000280,2022-03-17,2,1188033.53,1188033.53,True,SMA-0,3,2024-12-31
1000280,2022-04-16,2,1188033.53,1188033.53,False,SMA-0,4,2024-12-31
1000280,2022-05-16,1,1188033.53,1188033.53,False,SMA-0,5,2024-12-31
1000280,2022-06-15,1,1188033.53,1188033.53,False,SMA-0,6,2024-12-31
1000280,2022-07-15,31,2376067.06,1188033.53,True,SMA-1,7,2024-12-31
1000280,2022-08-14,30,2376067.06,1188033.53,False,SMA-0,8,2024-12-31
1000280,2022-09-13,31,2376067.06,1188033.53,False,SMA-1,9,2024-12-31
1000280,2022-10-13,1,1188033.53,1188033.53,True,SMA-0,10,2024-12-31
1000280,2022-11-12,31,2376067.06,1188033.53,False,SMA-1,11,2024-12-31
1000280,2022-12-12,31,2376067.06,1188033.53,False,SMA-1,12,2024-12-31
1000280,2023-01-11,31,2376067.06,1188033.53,True,SMA-1,13,2024-12-31
1000280,2023-02-10,30,2376067.06,1188033.53,True,SMA-0,14,2024-12-31
1000280,2023-03-12,31,2376067.06,1188033.53,False,SMA-1,15,2024-12-31
1000280,2023-04-11,31,2376067.06,1188033.53,False,SMA-1,16,2024-12-31
1000280,2023-05-11,1,1188033.53,1188033.53,True,SMA-0,17,2024-12-31
1000280,2023-06-10,2,1188033.53,1188033.53,True,SMA-0,18,2024-12-31
1000280,2023-07-10,2,1188033.53,1188033.53,False,SMA-0,19,2024-12-31
1000280,2023-08-09,32,2376067.06,1188033.53,False,SMA-1,20,2024-12-31
1000280,2023-09-08,62,3564100.59,1188033.53,True,SMA-2,21,2024-12-31
1000280,2023-10-08,62,3564100.59,1188033.53,True,SMA-2,22,2024-12-31
1000280,2023-11-07,32,2376067.06,1188033.53,True,SMA-1,23,2024-12-31
1000280,2023-12-07,32,2376067.06,1188033.53,False,SMA-1,24,2024-12-31
1000280,2024-01-06,32,2376067.06,1188033.53,True,SMA-1,25,2024-12-31
