txn_id,loan_id,txn_date,txn_amount,txn_type,payment_mode,instrument_no,bounce_flag,bounce_reason,penal_interest_levied,utr_number,load_date
5000027,1000055,2020-05-17,1267728.54,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR47869266936,2024-12-31
5000028,1000055,2020-06-16,1185765.64,Overdue Recovery,NEFT,,False,,0.0,UTR72933107249,2024-12-31
5000029,1000055,2020-07-16,1216491.59,EMI - Regular,NACH,,True,Insufficient Funds,24230.79,UTR34484023678,2024-12-31
5000030,1000055,2020-08-15,1259605.24,Interest Only,Cheque - PDC,,False,,0.0,UTR12287651442,2024-12-31
5000031,1000055,2020-09-14,1222348.92,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR41590989512,2024-12-31
5000032,1000055,2020-10-14,1185955.99,Foreclosure,RTGS,,False,,0.0,UTR68087871236,2024-12-31
5000033,1000055,2020-11-13,1155608.43,EMI - Regular,NACH,CHQ277636,False,,0.0,UTR39534576929,2024-12-31
5000034,1000370,2019-03-26,347728.98,EMI - Regular,RTGS,,False,,0.0,UTR48438218166,2024-12-31
5000035,1000370,2019-04-25,354234.77,Overdue Recovery,UPI,,False,,0.0,UTR30622386916,2024-12-31
5000036,1000370,2019-05-25,378160.2,EMI - Regular,NACH,,False,,0.0,UTR34957169463,2024-12-31
5000037,1000370,2019-06-24,369214.15,EMI - Regular,Standing Instruction - SI,CHQ878842,False,,0.0,UTR39420614731,2024-12-31
5000038,1000370,2019-07-24,372850.43,Bounce Recovery,UPI,,False,,0.0,UTR51298481604,2024-12-31
5000039,1000370,2019-08-23,362831.41,Overdue Recovery,RTGS,,True,Account Closed,7219.51,UTR63462668213,2024-12-31
5000040,1000370,2019-09-22,374288.65,Overdue Recovery,Cash,,False,,0.0,UTR35532056698,2024-12-31
5000041,1000370,2019-10-22,375917.59,Interest Only,Standing Instruction - SI,,False,,0.0,UTR50434617550,2024-12-31
5000042,1000370,2019-11-21,362225.83,EMI - Regular,NACH,,False,,0.0,UTR96675010105,2024-12-31
5000043,1000370,2019-12-21,350577.71,EMI - Regular,Cash,,False,,0.0,UTR50209500634,2024-12-31
5000044,1000370,2020-01-20,372462.09,EMI - Regular,Standing Instruction - SI,,True,Payment Stopped by Drawer,7219.51,UTR46686077601,2024-12-31
5000045,1000370,2020-02-19,367307.74,EMI - Part Pre-Payment,UPI,,False,,0.0,UTR18812412491,2024-12-31
5000046,1000001,2024-05-17,423365.03,EMI - Regular,NEFT,,False,,0.0,UTR82952880705,2024-12-31
5000047,1000001,2024-06-16,414361.76,Overdue Recovery,NEFT,,False,,0.0,UTR53860292851,2024-12-31
5000048,1000001,2024-07-16,436579.63,Interest Only,RTGS,,False,,0.0,UTR69349980303,2024-12-31
5000049,1000001,2024-08-15,429932.97,EMI - Regular,UPI,,False,,0.0,UTR99111745661,2024-12-31
5000050,1000001,2024-09-14,423287.67,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR50831325012,2024-12-31
5000051,1000001,2024-10-14,415757.74,Overdue Recovery,NACH,,False,,0.0,UTR70315803898,2024-12-31
5000052,1000001,2024-11-13,422941.28,EMI - Regular,Cash,,False,,0.0,UTR57323908931,2024-12-31
5000053,1000001,2024-12-13,442633.68,EMI - Regular,Cash,,False,,0.0,UTR56960186756,2024-12-31
5000054,1000492,2020-09-02,707032.2,EMI - Regular,NACH,,False,,0.0,UTR12649230933,2024-12-31
5000055,1000492,2020-10-02,709288.79,EMI - Regular,Cheque - PDC,,False,,0.0,UTR60345687896,2024-12-31
5000056,1000492,2020-11-01,748451.13,Pre-Closure,NEFT,,False,,0.0,UTR40069318677,2024-12-31
5000057,1000492,2020-12-01,729214.78,EMI - Regular,NEFT,,False,,0.0,UTR45434599580,2024-12-31
5000058,1000492,2020-12-31,741650.5,Overdue Recovery,Cash,,False,,0.0,UTR14367401840,2024-12-31
5000059,1000492,2021-01-30,768517.55,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR87770974594,2024-12-31
5000060,1000492,2021-03-01,771826.3,EMI - Regular,Cheque - PDC,,False,,0.0,UTR11043403946,2024-12-31
5000061,1000492,2021-03-31,715216.33,Interest Only,NACH,,False,,0.0,UTR40227746528,2024-12-31
5000062,1000492,2021-04-30,757633.55,Pre-Closure,NEFT,,False,,0.0,UTR94808463928,2024-12-31
5000063,1000492,2021-05-30,703121.95,EMI - Regular,RTGS,,False,,0.0,UTR60289760026,2024-12-31
5000064,1000492,2021-06-29,754773.53,EMI - Part Pre-Payment,UPI,,False,,0.0,UTR50823619863,2024-12-31
5000065,1000492,2021-07-29,760076.01,EMI - Regular,Cash,,False,,0.0,UTR92589801087,2024-12-31
5000066,1000492,2021-08-28,722622.9,EMI - Regular,NACH,,False,,0.0,UTR20097912821,2024-12-31
5000067,1000492,2021-09-27,727362.34,Overdue Recovery,UPI,CHQ561259,False,,0.0,UTR82502005578,2024-12-31
5000068,1000492,2021-10-27,763753.9,Overdue Recovery,RTGS,,True,Payment Stopped by Drawer,14763.55,UTR82285872848,2024-12-31
5000069,1000492,2021-11-26,715927.01,EMI - Regular,Cash,,False,,0.0,UTR83320184537,2024-12-31
5000070,1000492,2021-12-26,727943.73,EMI - Regular,Cash,CHQ998846,False,,0.0,UTR50899384154,2024-12-31
5000071,1000492,2022-01-25,752337.56,EMI - Regular,NACH,,False,,0.0,UTR54205232969,2024-12-31
5000072,1000492,2022-02-24,724844.56,Interest Only,Cash,,False,,0.0,UTR72879739453,2024-12-31
5000073,1000492,2022-03-26,712824.16,EMI - Regular,NACH,CHQ946445,False,,0.0,UTR81463377251,2024-12-31
5000074,1000492,2022-04-25,761986.2,EMI - Regular,NACH,,False,,0.0,UTR85504518431,2024-12-31
5000075,1000492,2022-05-25,703819.39,Interest Only,RTGS,,False,,0.0,UTR31072224523,2024-12-31
5000076,1000492,2022-06-24,767277.53,EMI - Regular,NACH,,False,,0.0,UTR52867519991,2024-12-31
5000077,1000492,2022-07-24,730714.44,EMI - Regular,RTGS,CHQ363607,True,Signature Mismatch,14763.55,UTR78700627182,2024-12-31
5000078,1000492,2022-08-23,712270.72,EMI - Regular,Cash,,False,,0.0,UTR11154985210,2024-12-31
5000079,1000492,2022-09-22,708741.96,EMI - Regular,UPI,,False,,0.0,UTR86918250181,2024-12-31
5000080,1000492,2022-10-22,701299.25,EMI - Regular,NACH,,False,,0.0,UTR76132032988,2024-12-31
5000081,1000492,2022-11-21,772901.06,Overdue Recovery,NACH,,False,,0.0,UTR93299967578,2024-12-31
5000082,1000492,2022-12-21,710519.75,Bounce Recovery,UPI,,False,,0.0,UTR67519518360,2024-12-31
5000083,1000492,2023-01-20,706161.27,EMI - Regular,NACH,,False,,0.0,UTR90291746441,2024-12-31
5000084,1000119,2020-01-20,100067.57,EMI - Regular,NEFT,,False,,0.0,UTR13037609914,2024-12-31
5000085,1000119,2020-02-19,102734.54,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR10827962737,2024-12-31
5000086,1000119,2020-03-20,99724.17,EMI - Regular,Cash,,True,NACH Mandate Rejected,2017.43,UTR32424910664,2024-12-31
5000087,1000119,2020-04-19,101564.91,EMI - Regular,NACH,,False,,0.0,UTR50769083325,2024-12-31
5000088,1000119,2020-05-19,104667.11,EMI - Regular,Cash,,False,,0.0,UTR36919962155,2024-12-31
5000089,1000119,2020-06-18,96072.06,Overdue Recovery,RTGS,,False,,0.0,UTR42914232957,2024-12-31
5000090,1000119,2020-07-18,97969.04,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR47535802653,2024-12-31
5000091,1000119,2020-08-17,96212.64,Overdue Recovery,NACH,,False,,0.0,UTR15984844695,2024-12-31
5000092,1000119,2020-09-16,98217.56,EMI - Regular,UPI,CHQ657458,False,,0.0,UTR95407768583,2024-12-31
5000093,1000119,2020-10-16,101309.14,EMI - Regular,NACH,,False,,0.0,UTR33446792023,2024-12-31
5000094,1000119,2020-11-15,102492.55,Bounce Recovery,UPI,CHQ949295,True,Dormant Account,2017.43,UTR96349168515,2024-12-31
5000095,1000119,2020-12-15,99306.45,EMI - Regular,UPI,,True,Signature Mismatch,2017.43,UTR68746591798,2024-12-31
5000096,1000119,2021-01-14,99563.87,EMI - Part Pre-Payment,Standing Instruction - SI,,False,,0.0,UTR89241548805,2024-12-31
5000097,1000224,2022-12-04,362162.11,Interest Only,Cash,,False,,0.0,UTR97274594527,2024-12-31
5000098,1000224,2023-01-03,364194.94,EMI - Regular,UPI,CHQ187154,False,,0.0,UTR89967430973,2024-12-31
5000099,1000224,2023-02-02,384495.22,Penal Charge Recovery,UPI,CHQ396070,False,,0.0,UTR65203666196,2024-12-31
5000100,1000224,2023-03-04,355386.72,EMI - Regular,NACH,,False,,0.0,UTR36688956628,2024-12-31
5000101,1000224,2023-04-03,363607.77,EMI - Regular,Standing Instruction - SI,CHQ282554,False,,0.0,UTR10138631055,2024-12-31
5000102,1000224,2023-05-03,382433.49,EMI - Regular,RTGS,,False,,0.0,UTR71254356524,2024-12-31
5000103,1000369,2019-11-21,56938.89,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR37592532461,2024-12-31
5000104,1000369,2019-12-21,54057.25,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR15163934345,2024-12-31
5000105,1000369,2020-01-20,56324.77,EMI - Regular,NACH,,False,,0.0,UTR83139798229,2024-12-31
5000106,1000369,2020-02-19,58795.91,Pre-Closure,RTGS,CHQ983856,True,Dormant Account,1125.71,UTR12739054209,2024-12-31
5000107,1000369,2020-03-20,57487.2,EMI - Regular,Cash,,False,,0.0,UTR31935747890,2024-12-31
5000108,1000369,2020-04-19,55174.45,Pre-Closure,Cash,,False,,0.0,UTR61797636600,2024-12-31
5000109,1000369,2020-05-19,57855.09,Overdue Recovery,UPI,,False,,0.0,UTR23283285284,2024-12-31
5000110,1000369,2020-06-18,55749.03,EMI - Regular,NACH,,False,,0.0,UTR81144702062,2024-12-31
5000111,1000369,2020-07-18,58261.42,Overdue Recovery,Standing Instruction - SI,,False,,0.0,UTR70126278841,2024-12-31
5000112,1000369,2020-08-17,58609.41,Overdue Recovery,NEFT,,False,,0.0,UTR28613640057,2024-12-31
5000113,1000369,2020-09-16,58132.47,Overdue Recovery,UPI,,False,,0.0,UTR10312207702,2024-12-31
5000114,1000369,2020-10-16,55694.25,EMI - Regular,UPI,CHQ776099,True,Signature Mismatch,1125.71,UTR67011793263,2024-12-31
5000115,1000369,2020-11-15,54038.97,Overdue Recovery,UPI,,False,,0.0,UTR67169716721,2024-12-31
5000116,1000369,2020-12-15,57049.95,EMI - Regular,RTGS,,False,,0.0,UTR32947117580,2024-12-31
5000117,1000369,2021-01-14,55609.23,EMI - Regular,Cheque - PDC,,False,,0.0,UTR98345939219,2024-12-31
5000118,1000369,2021-02-13,58037.45,EMI - Regular,NEFT,,False,,0.0,UTR90872634805,2024-12-31
5000119,1000369,2021-03-15,58539.91,EMI - Regular,NACH,,False,,0.0,UTR34589306324,2024-12-31
5000120,1000210,2021-07-17,391813.82,EMI - Regular,NACH,,False,,0.0,UTR13111693618,2024-12-31
5000121,1000210,2021-08-16,388250.72,Interest Only,NACH,,False,,0.0,UTR57573961940,2024-12-31
5000122,1000210,2021-09-15,387275.11,EMI - Regular,UPI,,False,,0.0,UTR98765931779,2024-12-31
5000123,1000210,2021-10-15,365730.99,EMI - Part Pre-Payment,RTGS,,False,,0.0,UTR78336737569,2024-12-31
5000124,1000210,2021-11-14,379529.55,EMI - Regular,Cash,,False,,0.0,UTR97451538509,2024-12-31
5000125,1000210,2021-12-14,390495.53,Overdue Recovery,Cash,,False,,0.0,UTR41052346941,2024-12-31
5000126,1000210,2022-01-13,374656.46,Bounce Recovery,UPI,,False,,0.0,UTR90815474652,2024-12-31
5000127,1000210,2022-02-12,393142.26,EMI - Regular,UPI,,False,,0.0,UTR82000587909,2024-12-31
5000128,1000210,2022-03-14,391415.37,EMI - Regular,UPI,,False,,0.0,UTR10828985281,2024-12-31
5000129,1000210,2022-04-13,365732.16,Overdue Recovery,NACH,,False,,0.0,UTR38011670669,2024-12-31
5000130,1000210,2022-05-13,394724.83,EMI - Regular,NEFT,,False,,0.0,UTR54022034457,2024-12-31
5000131,1000210,2022-06-12,401634.39,EMI - Regular,Cheque - PDC,,True,Signature Mismatch,7652.91,UTR98543074964,2024-12-31
5000132,1000210,2022-07-12,373034.66,Overdue Recovery,UPI,,False,,0.0,UTR47371721514,2024-12-31
5000133,1000210,2022-08-11,378346.28,EMI - Regular,NACH,,False,,0.0,UTR76729965011,2024-12-31
5000134,1000210,2022-09-10,387131.58,EMI - Part Pre-Payment,RTGS,,False,,0.0,UTR28474463822,2024-12-31
5000135,1000210,2022-10-10,378468.68,EMI - Regular,NEFT,,False,,0.0,UTR80015848414,2024-12-31
5000136,1000210,2022-11-09,399859.76,EMI - Regular,NEFT,CHQ989753,False,,0.0,UTR24326289859,2024-12-31
5000137,1000210,2022-12-09,390664.28,EMI - Regular,NACH,CHQ427333,False,,0.0,UTR45856317054,2024-12-31
5000138,1000210,2023-01-08,368864.91,EMI - Regular,UPI,,False,,0.0,UTR23843731654,2024-12-31
5000139,1000210,2023-02-07,383457.26,Interest Only,NEFT,,False,,0.0,UTR86628152250,2024-12-31
5000140,1000210,2023-03-09,378912.08,Overdue Recovery,RTGS,,False,,0.0,UTR92052282947,2024-12-31
5000141,1000210,2023-04-08,373167.91,EMI - Regular,UPI,,False,,0.0,UTR30483373759,2024-12-31
5000142,1000210,2023-05-08,378861.86,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR66327739875,2024-12-31
5000143,1000210,2023-06-07,377698.32,EMI - Regular,UPI,,True,Payment Stopped by Drawer,7652.91,UTR30001879073,2024-12-31
5000144,1000210,2023-07-07,373483.24,EMI - Regular,UPI,,False,,0.0,UTR98956042120,2024-12-31
5000145,1000210,2023-08-06,364393.81,Penal Charge Recovery,Standing Instruction - SI,,True,Account Closed,7652.91,UTR55882922066,2024-12-31
5000146,1000210,2023-09-05,382060.07,EMI - Part Pre-Payment,UPI,,False,,0.0,UTR72425981799,2024-12-31
5000147,1000106,2023-12-06,2415406.12,EMI - Regular,NACH,,False,,0.0,UTR67793668800,2024-12-31
5000148,1000106,2024-01-05,2312860.38,EMI - Regular,RTGS,CHQ400050,False,,0.0,UTR33796946111,2024-12-31
5000149,1000106,2024-02-04,2287361.51,EMI - Regular,RTGS,,False,,0.0,UTR49199297845,2024-12-31
5000150,1000106,2024-03-05,2385611.09,Bounce Recovery,NACH,,False,,0.0,UTR13748009468,2024-12-31
5000151,1000106,2024-04-04,2448771.54,EMI - Regular,RTGS,,False,,0.0,UTR67927095068,2024-12-31
5000152,1000106,2024-05-04,2353846.39,EMI - Part Pre-Payment,Standing Instruction - SI,,False,,0.0,UTR23308842797,2024-12-31
5000153,1000106,2024-06-03,2283005.58,EMI - Regular,Cash,,False,,0.0,UTR73461902857,2024-12-31
5000154,1000106,2024-07-03,2413972.59,Interest Only,NACH,,False,,0.0,UTR81197564492,2024-12-31
5000155,1000106,2024-08-02,2448315.26,Bounce Recovery,Cheque - PDC,,False,,0.0,UTR84224468848,2024-12-31
5000156,1000106,2024-09-01,2417238.04,Overdue Recovery,NEFT,,False,,0.0,UTR20629296203,2024-12-31
5000157,1000106,2024-10-01,2373436.2,EMI - Regular,NACH,,False,,0.0,UTR97553664587,2024-12-31
5000158,1000106,2024-10-31,2453679.48,EMI - Regular,Cheque - PDC,,False,,0.0,UTR90887396866,2024-12-31
5000159,1000106,2024-11-30,2321541.26,EMI - Regular,Cheque - PDC,,False,,0.0,UTR12259843725,2024-12-31
5000160,1000106,2024-12-30,2447628.39,EMI - Regular,Standing Instruction - SI,CHQ724008,True,Technical Reject - Bank,47517.01,UTR32161920011,2024-12-31
5000161,1000391,2020-11-04,783612.77,EMI - Regular,NACH,CHQ747725,False,,0.0,UTR64820293879,2024-12-31
5000162,1000391,2020-12-04,765270.54,EMI - Regular,Cash,CHQ357011,False,,0.0,UTR67829945859,2024-12-31
5000163,1000391,2021-01-03,796018.83,EMI - Regular,RTGS,CHQ574654,False,,0.0,UTR31329547190,2024-12-31
5000164,1000391,2021-02-02,781732.54,EMI - Regular,UPI,,False,,0.0,UTR33277784191,2024-12-31
5000165,1000391,2021-03-04,763700.49,Overdue Recovery,NACH,,True,NACH Mandate Rejected,16055.3,UTR12335387866,2024-12-31
5000166,1000391,2021-04-03,804826.31,EMI - Regular,Cheque - PDC,CHQ114164,False,,0.0,UTR11062699016,2024-12-31
5000167,1000391,2021-05-03,799237.77,EMI - Regular,NEFT,CHQ516592,False,,0.0,UTR82435768983,2024-12-31
5000168,1000391,2021-06-02,825721.95,EMI - Part Pre-Payment,Cash,,False,,0.0,UTR29873277725,2024-12-31
5000169,1000391,2021-07-02,777929.87,EMI - Regular,UPI,,False,,0.0,UTR86702549670,2024-12-31
5000170,1000391,2021-08-01,808472.67,EMI - Regular,NEFT,,False,,0.0,UTR90348547635,2024-12-31
5000171,1000391,2021-08-31,794061.8,EMI - Regular,NACH,,False,,0.0,UTR19745770383,2024-12-31
5000172,1000391,2021-09-30,768066.18,EMI - Regular,Cheque - PDC,CHQ162399,False,,0.0,UTR11912724183,2024-12-31
5000173,1000391,2021-10-30,772812.67,Penal Charge Recovery,Cash,,False,,0.0,UTR51207429819,2024-12-31
5000174,1000391,2021-11-29,815785.93,Penal Charge Recovery,UPI,,False,,0.0,UTR84440942645,2024-12-31
5000175,1000391,2021-12-29,809488.06,Pre-Closure,Cash,,False,,0.0,UTR83874438889,2024-12-31
5000176,1000391,2022-01-28,828456.03,EMI - Regular,UPI,,False,,0.0,UTR47172979367,2024-12-31
5000177,1000391,2022-02-27,769726.69,EMI - Regular,Cheque - PDC,,False,,0.0,UTR43270853487,2024-12-31
5000178,1000391,2022-03-29,830795.74,Overdue Recovery,Cheque - PDC,,False,,0.0,UTR31330366356,2024-12-31
5000179,1000391,2022-04-28,783702.67,Overdue Recovery,Cash,,False,,0.0,UTR81501066618,2024-12-31
5000180,1000391,2022-05-28,797520.74,Bounce Recovery,Cash,CHQ128043,False,,0.0,UTR54453533215,2024-12-31
5000181,1000391,2022-06-27,791981.89,Overdue Recovery,NACH,,False,,0.0,UTR29912521810,2024-12-31
5000182,1000391,2022-07-27,820391.46,EMI - Regular,Cheque - PDC,,False,,0.0,UTR17550540619,2024-12-31
5000183,1000391,2022-08-26,831526.31,Overdue Recovery,Cheque - PDC,,False,,0.0,UTR66111532678,2024-12-31
5000184,1000391,2022-09-25,815499.89,EMI - Regular,Cash,,False,,0.0,UTR70933140301,2024-12-31
5000185,1000082,2023-03-11,329411.52,Bounce Recovery,Cash,,False,,0.0,UTR54130095435,2024-12-31
5000186,1000082,2023-04-10,309956.81,Foreclosure,NACH,CHQ745897,False,,0.0,UTR27001199943,2024-12-31
5000187,1000082,2023-05-10,316384.61,EMI - Regular,Standing Instruction - SI,CHQ415465,False,,0.0,UTR46436982293,2024-12-31
5000188,1000082,2023-06-09,308767.38,EMI - Regular,Standing Instruction - SI,,True,Signature Mismatch,6470.32,UTR83804069430,2024-12-31
5000189,1000082,2023-07-09,320210.81,Overdue Recovery,Cash,CHQ981109,False,,0.0,UTR78226721733,2024-12-31
5000190,1000082,2023-08-08,334134.98,EMI - Regular,Cheque - PDC,,False,,0.0,UTR12843281768,2024-12-31
5000191,1000082,2023-09-07,309939.22,EMI - Regular,UPI,,False,,0.0,UTR39480928195,2024-12-31
5000192,1000082,2023-10-07,339508.55,Overdue Recovery,UPI,,False,,0.0,UTR30124553286,2024-12-31
5000193,1000082,2023-11-06,318022.03,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR60506176130,2024-12-31
5000194,1000082,2023-12-06,308132.64,Interest Only,Cash,CHQ381579,False,,0.0,UTR10056962991,2024-12-31
5000195,1000082,2024-01-05,325525.98,EMI - Regular,NEFT,,False,,0.0,UTR62446120124,2024-12-31
5000196,1000082,2024-02-04,313397.59,Foreclosure,Cheque - PDC,,False,,0.0,UTR10159646943,2024-12-31
5000197,1000082,2024-03-05,311095.98,EMI - Regular,Cash,,False,,0.0,UTR72925035653,2024-12-31
5000198,1000082,2024-04-04,316053.08,Overdue Recovery,UPI,,False,,0.0,UTR78555301740,2024-12-31
5000199,1000082,2024-05-04,334439.23,EMI - Regular,Cheque - PDC,,False,,0.0,UTR50735178038,2024-12-31
5000200,1000082,2024-06-03,336389.0,EMI - Regular,NACH,,False,,0.0,UTR38052260068,2024-12-31
5000201,1000082,2024-07-03,324700.09,EMI - Regular,NACH,CHQ199080,False,,0.0,UTR17191156275,2024-12-31
5000202,1000082,2024-08-02,320849.34,EMI - Regular,RTGS,,False,,0.0,UTR50631265324,2024-12-31
5000203,1000082,2024-09-01,323674.31,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR14873132922,2024-12-31
5000204,1000082,2024-10-01,307838.84,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR76845459183,2024-12-31
5000205,1000082,2024-10-31,314289.38,Interest Only,Standing Instruction - SI,,False,,0.0,UTR63601942028,2024-12-31
5000206,1000082,2024-11-30,330881.53,EMI - Regular,RTGS,,False,,0.0,UTR80144817860,2024-12-31
5000207,1000082,2024-12-30,319768.95,EMI - Regular,Cheque - PDC,,False,,0.0,UTR69942665646,2024-12-31
5000208,1000301,2022-01-31,321612.95,EMI - Regular,Cheque - PDC,,False,,0.0,UTR64365019916,2024-12-31
5000209,1000301,2022-03-02,320712.87,EMI - Regular,NEFT,,False,,0.0,UTR14515178318,2024-12-31
5000210,1000301,2022-04-01,318533.66,EMI - Regular,RTGS,,False,,0.0,UTR43709093149,2024-12-31
5000211,1000301,2022-05-01,321894.37,EMI - Regular,NEFT,CHQ378402,False,,0.0,UTR98628517613,2024-12-31
5000212,1000301,2022-05-31,320138.73,Overdue Recovery,RTGS,,False,,0.0,UTR51657530904,2024-12-31
5000213,1000301,2022-06-30,329466.8,EMI - Regular,NEFT,,False,,0.0,UTR75265574165,2024-12-31
5000214,1000301,2022-07-30,316271.45,EMI - Regular,NACH,,False,,0.0,UTR79001534385,2024-12-31
5000215,1000301,2022-08-29,309381.97,EMI - Regular,Cheque - PDC,,False,,0.0,UTR61001386628,2024-12-31
5000216,1000301,2022-09-28,323635.19,EMI - Regular,NEFT,,False,,0.0,UTR81188509355,2024-12-31
5000217,1000301,2022-10-28,313418.62,Overdue Recovery,Cash,,False,,0.0,UTR19830368216,2024-12-31
5000218,1000301,2022-11-27,332745.53,EMI - Regular,UPI,,False,,0.0,UTR18964118691,2024-12-31
5000219,1000301,2022-12-27,328458.28,EMI - Regular,UPI,,False,,0.0,UTR50633756625,2024-12-31
5000220,1000301,2023-01-26,307162.28,Overdue Recovery,RTGS,CHQ754018,False,,0.0,UTR14175102238,2024-12-31
5000221,1000301,2023-02-25,324914.01,Interest Only,UPI,,False,,0.0,UTR48632244330,2024-12-31
5000222,1000301,2023-03-27,330253.56,EMI - Regular,UPI,,False,,0.0,UTR95894262107,2024-12-31
5000223,1000301,2023-04-26,330443.13,EMI - Regular,UPI,,False,,0.0,UTR82793229862,2024-12-31
5000224,1000301,2023-05-26,321763.45,EMI - Regular,NACH,,False,,0.0,UTR82681656538,2024-12-31
5000225,1000301,2023-06-25,317822.64,EMI - Regular,Cash,,False,,0.0,UTR83253946333,2024-12-31
5000226,1000301,2023-07-25,325386.64,EMI - Regular,Cash,,False,,0.0,UTR73111327120,2024-12-31
5000227,1000301,2023-08-24,326090.32,Penal Charge Recovery,NACH,,False,,0.0,UTR37149716365,2024-12-31
5000228,1000301,2023-09-23,319006.75,EMI - Regular,RTGS,,False,,0.0,UTR50759635169,2024-12-31
5000229,1000301,2023-10-23,337499.71,EMI - Regular,Cheque - PDC,,False,,0.0,UTR52646897077,2024-12-31
5000230,1000301,2023-11-22,322796.0,Overdue Recovery,UPI,,False,,0.0,UTR55411658346,2024-12-31
5000231,1000301,2023-12-22,308528.04,EMI - Regular,NEFT,,False,,0.0,UTR20805494907,2024-12-31
5000232,1000301,2024-01-21,313277.79,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR43027383527,2024-12-31
5000233,1000301,2024-02-20,309011.73,EMI - Regular,Cash,,False,,0.0,UTR48607685284,2024-12-31
5000234,1000301,2024-03-21,311993.04,EMI - Regular,Standing Instruction - SI,,False,,0.0,UTR81696045590,2024-12-31
